Name mit Ort,Name ohne Ort,Ort,GKZ,Globale ID,MVTT X,MVTT Y,WGS84 X,WGS84 Y
830,Riem West,Riem West,Muenchen,9162000,de:09162:830,,,,
890,August-Everding-Strasse,August-Everding-Strasse,Muenchen,9162000,de:09162:890,4471074,827983,48.12553143,11.60999283
891,Ostbahnhof (Post),Ostbahnhof (Post),Muenchen,9162000,de:09162:891,4470683,827619,48.12878703,11.60471562
892,Ostbahnhof (Bildungszentrum),Ostbahnhof (Bildungszentrum),Muenchen,9162000,de:09162:892,4470526,827771,48.12741281,11.6026171
893,Baumkirchner Platz,Baumkirchner Platz,Muenchen,9162000,de:09162:893,4472704,827404,48.13081058,11.6318508
894,Altoettinger Strasse,Altoettinger Strasse,Muenchen,9162000,de:09162:894,4471952,827880,48.12649708,11.62177984
895,Ostbahnhof Friedenstrasse,Ostbahnhof Friedenstrasse,Muenchen,9162000,de:09162:895,4470841,827818,48.12700466,11.60685173
896,Grafinger Strasse,Grafinger Strasse,Muenchen,9162000,de:09162:896,4471764,828087,48.12462717,11.6192682
897,Neumarkter Strasse,Neumarkter Strasse,Muenchen,9162000,de:09162:897,4472423,827351,48.13127509,11.62807242
898,Sankt Pius,Sankt Pius,Muenchen,9162000,de:09162:898,4471309,828076,48.12470572,11.61315575
899,Berg am Laim Bf Sued,Berg am Laim Bf Sued,Muenchen,9162000,de:09162:899,4472763,827134,48.13324127,11.63262611
900,Leuchtenbergring,Leuchtenbergring,Muenchen,9162000,de:09162:900,4471523,827011,48.13429307,11.61595899
901,Ampfingstrasse,Ampfingstrasse,Muenchen,9162000,de:09162:901,4471502,827383,48.13094667,11.61570178
902,Schluesselbergstrasse,Schluesselbergstrasse,Muenchen,9162000,de:09162:902,4472032,827516,48.12977412,11.62283054
903,Baumkirchner Strasse,Baumkirchner Strasse,Muenchen,9162000,de:09162:903,4472597,827683,48.12829688,11.63043133
904,Mutschellestrasse,Mutschellestrasse,Muenchen,9162000,de:09162:904,4473178,827865,48.1266849,11.63824757
906,St.-Veit-Strasse,St.-Veit-Strasse,Muenchen,9162000,de:09162:906,4473465,828412,48.12177767,11.64213693
907,Sankt Michael,Sankt Michael,Muenchen,9162000,de:09162:907,4472741,828175,48.12387842,11.63239725
908,Schmuckerweg,Schmuckerweg,Muenchen,9162000,de:09162:908,4475614,828454,48.12148605,11.67100398
909,Bajuwarenstrasse,Bajuwarenstrasse,Muenchen,9162000,de:09162:909,4475301,828176,48.12397408,11.66678376
i911,Halligenplatz,Halligenplatz,Muenchen,9162000,de:09162:91i1,4474832,828702,48.11922524,11.66051515
912,St.-Augustinus-Strasse,St.-Augustinus-Strasse,Muenchen,9162000,de:09162:912,4474542,828937,48.11710028,11.65663422
913,Matterhornstrasse,Matterhornstrasse,Muenchen,9162000,de:09162:913,4474220,829202,48.1147041,11.65232567
914,Peschelanger,Peschelanger,Muenchen,9162000,de:09162:914,4474396,829825,48.10910842,11.65472679
915,Friedrich-Engels-Bogen,Friedrich-Engels-Bogen,Muenchen,9162000,de:09162:915,4474713,830189,48.10584757,11.65900519
916,Hugo-Lang-Bogen,Hugo-Lang-Bogen,Muenchen,9162000,de:09162:916,4474716,830447,48.10352743,11.65906079
917,Oskar-Maria-Graf-Ring,Oskar-Maria-Graf-Ring,Muenchen,9162000,de:09162:917,4474575,830969,48.09882733,11.65719875
919,Solalindenstrasse,Solalindenstrasse,Muenchen,9162000,de:09162:919,,,,
920,Trudering,Trudering,Muenchen,9162000,de:09162:920,4475045,828003,48.12551991,11.66333496
921,Muehldorfstrasse,Muehldorfstrasse,Muenchen,9162000,de:09162:921,4471334,827871,48.12655044,11.61347775
922,Truderinger Str. (Rangierbf),Truderinger Str. (Rangierbf),Muenchen,9162000,de:09162:922,,,,
923,Truderinger Strasse. Bruecke,Truderinger Strasse. Bruecke,Muenchen,9162000,de:09162:923,4474492,827761,48.1276743,11.6558922
926,Halfinger Strasse,Halfinger Strasse,Muenchen,9162000,de:09162:926,4474464,827944,48.12602742,11.65552706
927,Truderinger Strasse,Truderinger Strasse,Muenchen,9162000,de:09162:927,4474887,827952,48.12597233,11.66120959
928,Nikolaus-Prugger-Weg,Nikolaus-Prugger-Weg,Muenchen,9162000,de:09162:928,4476036,828684,48.11943366,11.67668507
929,Friedenspromenade,Friedenspromenade,Muenchen,9162000,de:09162:929,4476539,828796,48.11844519,11.68344708
930,Bahnstrasse,Bahnstrasse,Muenchen,9162000,de:09162:930,4477412,829126,48.11550904,11.69518972
931,Phantasiestrasse,Phantasiestrasse,Muenchen,9162000,de:09162:931,4477852,829384,48.11320427,11.70111238
932,Von-Erckert-Strasse,Von-Erckert-Strasse,Muenchen,9162000,de:09162:932,4478459,829584,48.11142648,11.7092742
933,Florastrasse,Florastrasse,Muenchen,9162000,de:09162:933,4476446,828907,48.11744349,11.68220416
934,Edeltraudstrasse,Edeltraudstrasse,Muenchen,9162000,de:09162:934,4476793,829221,48.11463238,11.68688169
935,Turnerstrasse,Turnerstrasse,Muenchen,9162000,de:09162:935,4477075,829549,48.11169282,11.69068657
936,Birkhahnweg,Birkhahnweg,Muenchen,9162000,de:09162:936,4477349,829905,48.10850104,11.69438508
936,Waldtruderinger Strasse,Waldtruderinger Strasse,Muenchen,9162000,de:09162:936,4477349,829905,48.10850104,11.69438508
937,Togostrasse,Togostrasse,Muenchen,9162000,de:09162:937,4477551,830137,48.10642177,11.69710982
938,Sperberstrasse,Sperberstrasse,Muenchen,9162000,de:09162:938,4477766,830008,48.10758946,11.69999004
939,Drosselweg,Drosselweg,Muenchen,9162000,de:09162:939,4477087,828903,48.1175029,11.69081294
940,Iltisstrasse,Iltisstrasse,Muenchen,9162000,de:09162:940,4478069,830430,48.10380482,11.70408047
941,Ursberger Strasse,Ursberger Strasse,Muenchen,9162000,de:09162:941,4473690,827393,48.1309511,11.64509603
942,Thomas-Hauser-Strasse,Thomas-Hauser-Strasse,Muenchen,9162000,de:09162:942,4474107,827559,48.12947536,11.65070813
943,Rofanstrasse,Rofanstrasse,Muenchen,9162000,de:09162:943,4474061,828633,48.11981477,11.65015566
944,Gnadenwaldplatz,Gnadenwaldplatz,Muenchen,9162000,de:09162:944,4474338,828832,48.11803637,11.65388808
945,Moenchbergstrasse,Moenchbergstrasse,Muenchen,9162000,de:09162:945,4474773,829085,48.11577849,11.65974543
946,Simplonstrasse,Simplonstrasse,Muenchen,9162000,de:09162:946,4474997,829222,48..11455527,11..66276181
947,Himalajastrasse,Himalajastrasse,Muenchen,9162000,de:09162:947,4475271,829389,48..11306412,11..66645128
948,Batschkastrasse,Batschkastrasse,Muenchen,9162000,de:09162:948,4475339,829231,48..11448769,11..66735532
949,Spertentalstrasse,Spertentalstrasse,Muenchen,9162000,de:09162:949,4475525,828870,48..11774144,11..6698325
950,Zauberwaldstrasse,Zauberwaldstrasse,Muenchen,9162000,de:09162:950,4475667,829310,48..11378987,11..6717648
951,Markgrafenstrasse,Markgrafenstrasse,Muenchen,9162000,de:09162:951,4475808,829600,48..1111872,11..67367486
952,Vogesenstrasse,Vogesenstrasse,Muenchen,9162000,de:09162:952,4475622,829785,48..10951635,11..67118767
953,Feldbergstrasse,Feldbergstrasse,Muenchen,9162000,de:09162:953,4475073,829909,48..10837989,11..6638227
954,Am Hochacker,Am Hochacker,Muenchen,9162000,de:09162:954,4475365,830224,48..1055584,11..66776195
955,Hippelstrasse,Hippelstrasse,Muenchen,9162000,de:09162:955,4475187,830604,48..10213404,11..66539401
956,Lamprechtstrasse,Lamprechtstrasse,Muenchen,9162000,de:09162:956,4475466,830685,48..10141641,11..66914468
957,Friesplatz,Friesplatz,Muenchen,9162000,de:09162:957,4475715,830819,48..10022087,11..67249549
958,Nauestrasse,Nauestrasse,Muenchen,9162000,de:09162:958,4476062,830979,48..0987951,11..67716332
959,Alois-Hahn-Weg,Alois-Hahn-Weg,Muenchen,9162000,de:09162:959,4474919,830273,48..10510029,11..6617762
960,Kafkastrasse,Kafkastrasse,Muenchen,9162000,de:09162:960,4473946,831002,48..0985051,11..64875603
961,Sudermannallee,Sudermannallee,Muenchen,9162000,de:09162:961,4474236,831110,48..09754564,11..65265598
962,Klinikum Neuperlach,Klinikum Neuperlach,Muenchen,9162000,de:09162:962,4474437,831249,48..09630368,11..65536281
963,Tribulaunstrasse,Tribulaunstrasse,Muenchen,9162000,de:09162:963,4474321,831486,48..09416761,11..65381979
964,Im Gefilde,Im Gefilde,Muenchen,9162000,de:09162:964,4474904,831878,48..09066551,11..66166934
965,Eulenspiegelstrasse,Eulenspiegelstrasse,Muenchen,9162000,de:09162:965,4475456,832174,48..08802504,11..66909619
966,Waldheimplatz,Waldheimplatz,Muenchen,9162000,de:09162:966,4475873,832431,48..08572971,11..67470808
967,Waldperlach,Waldperlach,Muenchen,9162000,de:09162:967,4475691,832833,48..08210748,11..67228814
968,Salzmannstrasse,Salzmannstrasse,Muenchen,9162000,de:09162:968,4476027,832930,48..08124787,11..67680317
969,Schatzbogen,Schatzbogen,Muenchen,9162000,de:09162:969,4474824,827159,48..13310146,11..66031638
970,Otto-Hahn-Ring,Otto-Hahn-Ring,Muenchen,9162000,de:09162:970,4473964,831700,48..09222854,11..64904033
971,Stahlgruberring,Stahlgruberring,Muenchen,9162000,de:09162:971,4475086,827002,48..13452372,11..66382705
972,Karl-Schmid-Strasse,Karl-Schmid-Strasse,Muenchen,9162000,de:09162:972,4475475,827260,48..13221861,11..66906815
973,Moosfeld Gewerbegebiet,Moosfeld Gewerbegebiet,Muenchen,9162000,de:09162:973,4475393,826848,48..13592065,11..66794268
974,Putzbrunner Strasse,Putzbrunner Strasse,Muenchen,9162000,de:09162:974,4473772,831232,48..0964295,11..64643413
975,Ottilienstrasse,Ottilienstrasse,Muenchen,9162000,de:09162:975,4476087,829282,48..11405762,11..67740366
976,Isengaustrasse,Isengaustrasse,Muenchen,9162000,de:09162:976,4474915,832350,48..08642112,11..66184477
977,Klara-Ziegler-Bogen,Klara-Ziegler-Bogen,Muenchen,9162000,de:09162:977,4474870,832615,48..08403612,11..66125638
978,Goerzer Strasse Schule,Goerzer Strasse Schule,Muenchen,9162000,de:09162:978,4471004,830315,48..10455613,11..60921136
979,Sigmund-Riefler-Bogen,Sigmund-Riefler-Bogen,Muenchen,9162000,de:09162:979,4478917,826780,48..13665897,11..71528568
981,Am Hain,Am Hain,Muenchen,9162000,de:09162:981,4476288,832715,48..08319122,11..68029413
982,Euro-Industriepark Nord.. Schle,Euro-Industriepark Nord.. Schle,Muenchen,9162000,de:09162:982,,,,
983,Wilhelm-Hale-Strasse,Wilhelm-Hale-Strasse,Muenchen,9162000,de:09162:983,4464398,825732,48..14543598,11..52012949
985,Marcel-Breuer-Strasse,Marcel-Breuer-Strasse,Muenchen,9162000,de:09162:985,,,,
988,Anni-Albers-Strasse,Anni-Albers-Strasse,Muenchen,9162000,de:09162:988,4469558,821944,48..17977,11..58919649
989,Bergerwaldstrasse,Bergerwaldstrasse,Muenchen,9162000,de:09162:989,4474539,829609,48..11105671,11..65663412
990,Gern,Gern,Muenchen,9162000,de:09162:990,4465068,823728,48..16349519,11..52896798
991,Waldperlach (Sued),Waldperlach (Sued),Muenchen,9162000,de:09162:991,4475720,832921,48..08131717,11..67268237
993,Wasserburger Landstrasse,Wasserburger Landstrasse,Muenchen,9162000,de:09162:993,4475170,828478,48..12125302,11..66504176
994,Kulturzentrum Trudering,Kulturzentrum Trudering,Muenchen,9162000,de:09162:994,4475598,828657,48..11965981,11..67080072
995,Jagdhornstrasse,Jagdhornstrasse,Muenchen,9162000,de:09162:995,4478113,829480,48..11234995,11..70462241
997,Bad-Schachener-Strasse,Bad-Schachener-Strasse,Muenchen,9162000,de:09162:997,4472131,828609,48..11994892,11..62423206
998,Weidener Strasse,Weidener Strasse,Muenchen,9162000,de:09162:998,4472406,831662,48..09250462,11..6281234
999,Bayerwaldstrasse,Bayerwaldstrasse,Muenchen,9162000,de:09162:999,4472409,832109,48..08848477,11..6281926
1000,Perlach,Perlach,Muenchen,9162000,de:09162:1000,4472589,831523,48..09376259,11..63057105
1001,Anzinger Strasse,Anzinger Strasse,Muenchen,9162000,de:09162:1001,4470779,828510,48..12077854,11..6060664
1002,Nailastrasse,Nailastrasse,Muenchen,9162000,de:09162:1002,4472815,832102,48..08856519,11..63364187
1003,Ramersdorf,Ramersdorf,Muenchen,9162000,de:09162:1003,4471316,829096,48..11553299,11..61331851
1004,Hechtseestrasse,Hechtseestrasse,Muenchen,9162000,de:09162:1004,4471901,829083,48..11567602,11..62117419
1005,Krumbadstrasse,Krumbadstrasse,Muenchen,9162000,de:09162:1005,4472196,828973,48..11667824,11..62512886
1006,Rudolf-Zorn-Strasse,Rudolf-Zorn-Strasse,Muenchen,9162000,de:09162:1006,4472901,831842,48..09090711,11..63477972
1007,Heinrich-Wieland-Strasse,Heinrich-Wieland-Strasse,Muenchen,9162000,de:09162:1007,4473301,828937,48..11704937,11..63996708
1008,Hermann-Puender-Strasse,Hermann-Puender-Strasse,Muenchen,9162000,de:09162:1008,4472977,832113,48..08847317,11..63581709
1009,Corinthstrasse,Corinthstrasse,Muenchen,9162000,de:09162:1009,4474012,829452,48..11244732,11..64954754
1010,Neuperlach Sued,Neuperlach Sued,Muenchen,9162000,de:09162:1010,4473618,832002,48..08949832,11..64441434
1011,Karl-Marx-Ring,Karl-Marx-Ring,Muenchen,9162000,de:09162:1011,4474035,829822,48..10912076,11..64987897
1012,Ludwig-Linsert-Strasse,Ludwig-Linsert-Strasse,Muenchen,9162000,de:09162:1012,4472894,832356,48..08628428,11..63471844
1013,Ludwig-Erhard-Allee,Ludwig-Erhard-Allee,Muenchen,9162000,de:09162:1013,4473245,832475,48..08522893,11..63943716
1014,Wilhelm-Hoegner-Strasse,Wilhelm-Hoegner-Strasse,Muenchen,9162000,de:09162:1014,4473024,830957,48..09887136,11..63637481
1015,Thomas-Dehler-Strasse,Thomas-Dehler-Strasse,Muenchen,9162000,de:09162:1015,4473614,831134,48..0973043,11..64430691
1016,Jakob-Kaiser-Strasse,Jakob-Kaiser-Strasse,Muenchen,9162000,de:09162:1016,4473318,830352,48..10432467,11..64028406
1017,Holzwiesenstrasse,Holzwiesenstrasse,Muenchen,9162000,de:09162:1017,4473040,830496,48..10301792,11..63656044
1018,Curd-Juergens-Strasse,Curd-Juergens-Strasse,Muenchen,9162000,de:09162:1018,4473504,832488,48..08512286,11..6429143
1019,Pfanzeltplatz,Pfanzeltplatz,Muenchen,9162000,de:09162:1019,4472574,830816,48..10012016,11..63032419
1020,Therese-Giehse-Allee,Therese-Giehse-Allee,Muenchen,9162000,de:09162:1020,4473540,831341,48..09543962,11..64332629
1021,Neuer Suedfriedhof,Neuer Suedfriedhof,Muenchen,9162000,de:09162:1021,4471954,830721,48..10094748,11..62199384
1022,Hochaeckerstrasse,Hochaeckerstrasse,Muenchen,9162000,de:09162:1022,4470798,830703,48..10105734,11..60647197
1023,Staendlerstrasse,Staendlerstrasse,Muenchen,9162000,de:09162:1023,4470703,830313,48..10456033,11..60516966
1024,Neuer Suedfriedhof West,Neuer Suedfriedhof West,Muenchen,9162000,de:09162:1024,4471676,830695,48..10116899,11..61825963
1025,St.-Martin-Strasse Ost,St.-Martin-Strasse Ost,Muenchen,9162000,de:09162:1025,4470348,828686,48..11917578,11..60028977
1026,Thomasiusplatz,Thomasiusplatz,Muenchen,9162000,de:09162:1026,4470481,829066,48..11576456,11..60210243
1027,Aschheimer Strasse,Aschheimer Strasse,Muenchen,9162000,de:09162:1027,4471290,828507,48..1208288,11..61292961
1028,Ostpark Eislaufzentrum,Ostpark Eislaufzentrum,Muenchen,9162000,de:09162:1028,4472710,829595,48..11110674,11..63207189
1029,Wolframstrasse,Wolframstrasse,Muenchen,9162000,de:09162:1029,4472985,831412,48..09477778,11..63588005
1030,Neuperlach Zentrum,Neuperlach Zentrum,Muenchen,9162000,de:09162:1030,4473848,830727,48..10097422,11..64742344
1031,Diakon-Kerolt-Weg,Diakon-Kerolt-Weg,Muenchen,9162000,de:09162:1031,4471637,829523,48..11170729,11..61765797
1032,Woferlstrasse,Woferlstrasse,Muenchen,9162000,de:09162:1032,4471724,829870,48..10859052,11..61884933
1033,Weddigenstrasse,Weddigenstrasse,Muenchen,9162000,de:09162:1033,4472152,830403,48..10381603,11..62463144
1034,Schumacherring,Schumacherring,Muenchen,9162000,de:09162:1034,4473356,830891,48..0994789,11..640828
1035,Friedhof Perlach,Friedhof Perlach,Muenchen,9162000,de:09162:1035,4473330,831057,48..09798494,11..64048932
1036,Berger-Kreuz-Strasse,Berger-Kreuz-Strasse,Muenchen,9162000,de:09162:1036,4472282,829395,48..11288687,11..62631133
1037,Hofangerstrasse,Hofangerstrasse,Muenchen,9162000,de:09162:1037,4472359,829652,48..11057896,11..62736207
1038,Emdenstrasse,Emdenstrasse,Muenchen,9162000,de:09162:1038,4472392,830047,48..10702808,11..62783083
1039,Georg-Brauchle-Haus,Georg-Brauchle-Haus,Muenchen,9162000,de:09162:1039,4473134,829691,48..11026144,11..63777178
1040,Quiddestrasse,Quiddestrasse,Muenchen,9162000,de:09162:1040,4473777,829823,48..10910118,11..64641452
1041,Nawiaskystrasse,Nawiaskystrasse,Muenchen,9162000,de:09162:1041,4473039,830074,48..10681302,11..63652031
1042,Staudingerstrasse,Staudingerstrasse,Muenchen,9162000,de:09162:1042,4473242,829816,48..10914185,11..63922993
1043,Plettstrasse,Plettstrasse,Muenchen,9162000,de:09162:1043,4473619,829818,48..10913961,11..64429253
1044,Ungsteiner Strasse,Ungsteiner Strasse,Muenchen,9162000,de:09162:1044,4470112,829144,48..11504586,11..59715223
1045,Fockensteinstrasse,Fockensteinstrasse,Muenchen,9162000,de:09162:1045,4469512,829732,48..10972939,11..58913645
1046,Valeppstrasse,Valeppstrasse,Muenchen,9162000,de:09162:1046,4469142,829600,48..11089865,11..58415837
1047,Adilostrasse,Adilostrasse,Muenchen,9162000,de:09162:1047,4471896,830125,48..10630488,11..6211758
1048,Siegfried-Mollier-Strasse,Siegfried-Mollier-Strasse,Muenchen,9162000,de:09162:1048,4473773,830101,48..1066009,11..64637793
1050,Michaelibad,Michaelibad,Muenchen,9162000,de:09162:1050,4472604,828741,48..11878238,11..63059348
1053,Fasangartenstrasse,Fasangartenstrasse,Muenchen,9162000,de:09162:1053,4471141,831956,48..08980449,11..61116199
1054,Obernzeller Strasse,Obernzeller Strasse,Muenchen,9162000,de:09162:1054,4471043,831625,48..0927768,11..60982403
1055,Plassenburgstrasse,Plassenburgstrasse,Muenchen,9162000,de:09162:1055,4470897,831112,48..09738366,11..60782909
1056,Balanstrasse,Balanstrasse,Muenchen,9162000,de:09162:1056,4470623,829867,48..1085676,11..60406474
1057,Klagenfurter Strasse,Klagenfurter Strasse,Muenchen,9162000,de:09162:1057,4470547,829430,48..11249411,11..60301398
1058,Mitterweg,Mitterweg,Muenchen,9162000,de:09162:1058,4471094,830670,48..10136764,11..61044388
1059,Goerzer Strasse,Goerzer Strasse,Muenchen,9162000,de:09162:1059,4471012,831316,48..09555429,11..60938687
1060,Innsbrucker Ring,Innsbrucker Ring,Muenchen,9162000,de:09162:1060,4471752,828556,48..12040883,11..61913814
1061,Landrichterstrasse,Landrichterstrasse,Muenchen,9162000,de:09162:1061,4470868,832082,48..08865891,11..60750605
1062,Cincinnatistrasse,Cincinnatistrasse,Muenchen,9162000,de:09162:1062,4470439,831629,48..09271306,11..60171619
1064,Langbuergener Strasse,Langbuergener Strasse,Muenchen,9162000,de:09162:1064,4471268,829647,48..11057557,11..61271105
1070,Karl-Preis-Platz,Karl-Preis-Platz,Muenchen,9162000,de:09162:1070,4471034,828769,48..11846097,11..60950902
1100,St.-Martin-Strasse,St.-Martin-Strasse,Muenchen,9162000,de:09162:1100,4470065,828736,48..11871286,11..59649235
1101,Ganghoferbruecke,Ganghoferbruecke,Muenchen,9162000,de:09162:1101,4465798,827687,48..12793143,11..53909934
1102,Herzog-Ernst-Platz,Herzog-Ernst-Platz,Muenchen,9162000,de:09162:1102,4465916,827981,48..1252938,11..54070798
1103,Sendlinger Kirche,Sendlinger Kirche,Muenchen,9162000,de:09162:1103,4465943,828350,48..12197679,11..54110017
1104,Margaretenplatz,Margaretenplatz,Muenchen,9162000,de:09162:1104,4465913,828567,48..12002368,11..5407146
1105,Ostfriedhof,Ostfriedhof,Muenchen,9162000,de:09162:1105,4469108,828693,48..11905379,11..583636
1106,St.-Martins-Platz,St.-Martins-Platz,Muenchen,9162000,de:09162:1106,4469464,828901,48..11720041,11..5884323
1107,Werinherstrasse,Werinherstrasse,Muenchen,9162000,de:09162:1107,4469762,829155,48..11493039,11..59245258
1108,Chiemgaustrasse,Chiemgaustrasse,Muenchen,9162000,de:09162:1108,4470044,830072,48..10669699,11..59630427
1109,Schwanseestrasse,Schwanseestrasse,Muenchen,9162000,de:09162:1109,4470101,830499,48..10285958,11..59709962
1110,Giesing,Giesing,Muenchen,9162000,de:09162:1110,4469922,829614,48..11081011,11..59463376
1111,Traunsteiner Strasse,Traunsteiner Strasse,Muenchen,9162000,de:09162:1111,4469374,830293,48..10467759,11..58732366
1112,Poellatstrasse,Poellatstrasse,Muenchen,9162000,de:09162:1112,4469626,830236,48..10520229,11..59070322
1115,Tegernseer Landstrasse,Tegernseer Landstrasse,Muenchen,9162000,de:09162:1115,4468547,829513,48..11165191,11..57616188
1117,Kurzstrasse,Kurzstrasse,Muenchen,9162000,de:09162:1117,4468072,830292,48..10462257,11.56984154
1118,Suedtiroler Strasse,Suedtiroler Strasse,Muenchen,9162000,de:09162:1118,4467835,830712,48.10083351,11.56669103
1119,Tiroler Platz,Tiroler Platz,Muenchen,9162000,de:09162:1119,4467607,831226,48.09619946,11.56366895
1120,Fasangarten,Fasangarten,Muenchen,9162000,de:09162:1120,4470609,831554,48.09339542,11.6039931
1121,Authariplatz,Authariplatz,Muenchen,9162000,de:09162:1121,4467523,831691,48.09201335,11.56257668
1122,Theodolindenplatz,Theodolindenplatz,Muenchen,9162000,de:09162:1122,4467101,831877,48.09031895,11.55692621
1123,Klinikum Harlaching,Klinikum Harlaching,Muenchen,9162000,de:09162:1123,4466946,832260,48.08686654,11.55487528
1124,Menterschwaige,Menterschwaige,Muenchen,9162000,de:09162:1124,4466713,832997,48.08022644,11.55180537
1125,Grosshesseloher Bruecke,Grosshesseloher Bruecke,Muenchen,9162000,de:09162:1125,4466589,833393,48.07665864,11.55017221
1126,Schilcherweg,Schilcherweg,Muenchen,9162000,de:09162:1126,4466379,833986,48.07131464,11.54740077
1128,Senserstrasse,Senserstrasse,Muenchen,9162000,de:09162:1128,4466501,828244,48.1229597,11.54858662
1129,Am Harras,Am Harras,Muenchen,9162000,de:09162:1129,4465865,828955,48.11653178,11.54010101
1130,Harras,Harras,Muenchen,9162000,de:09162:1130,4465575,828915,48.11687588,11.53620305
1131,Aberlestrasse,Aberlestrasse,Muenchen,9162000,de:09162:1131,4466197,828311,48.12234107,11.54450868
1132,Lagerhausstrasse,Lagerhausstrasse,Muenchen,9162000,de:09162:1132,4467001,828527,48.1204408,11.55532446
1133,Grossmarkthalle,Grossmarkthalle,Muenchen,9162000,de:09162:1133,4466777,828603,48.11974566,11.55232181
1134,Gotzinger Platz,Gotzinger Platz,Muenchen,9162000,de:09162:1134,4466628,828834,48.11766044,11.5503387
1139,Maria-Einsiedel-Strasse,Maria-Einsiedel-Strasse,Muenchen,9162000,de:09162:1139,4466176,831089,48.09735707,11.54444717
1140,Implerstrasse,Implerstrasse,Muenchen,9162000,de:09162:1140,4466479,828647,48.11933432,11.54832285
1141,Zentrallaendstrasse,Zentrallaendstrasse,Muenchen,9162000,de:09162:1141,4466454,830738,48.10052838,11.54815173
1142,Bad Maria Einsiedel,Bad Maria Einsiedel,Muenchen,9162000,de:09162:1142,4466370,831157,48.09675582,11.54705701
1143,Flosslaende,Flosslaende,Muenchen,9162000,de:09162:1143,4466257,831405,48.09451954,11.54555961
1144,Campingplatz Thalkirchen,Campingplatz Thalkirchen,Muenchen,9162000,de:09162:1144,4466139,831725,48.09163547,11.54400095
1145,Hinterbruehl,Hinterbruehl,Muenchen,9162000,de:09162:1145,4465924,832227,48.08710943,11.54115498
1146,Spixstrasse,Spixstrasse,Muenchen,9162000,de:09162:1146,4468798,829586,48.11100777,11.57953788
1148,Schaeftlarnstrasse,Schaeftlarnstrasse,Muenchen,9162000,de:09162:1148,4466867,829430,48.11231304,11.55359494
1149,Heckenstallerstrasse,Heckenstallerstrasse,Muenchen,9162000,de:09162:1149,4465825,829553,48.11115176,11.53961179
1150,Heimeranplatz,Heimeranplatz,Muenchen,9162000,de:09162:1150,4465382,827077,48.13339468,11.53346156
1151,Neuhofen,Neuhofen,Muenchen,9162000,de:09162:1151,4465848,829986,48.10725897,11.53995536
1152,Steinerstrasse,Steinerstrasse,Muenchen,9162000,de:09162:1152,4465872,830300,48.10443642,11.54030277
1153,Boschetsrieder Strasse,Boschetsrieder Strasse,Muenchen,9162000,de:09162:1153,,,,
1154,Rupert-Mayer-Strasse,Rupert-Mayer-Strasse,Muenchen,9162000,de:09162:1154,4465919,831197,48.0963721,11.54100555
1156,Krankenhaus Martha Maria,Krankenhaus Martha Maria,Muenchen,9162000,de:09162:1156,4465396,832322,48.08622661,11.53407564
1157,Floessergasse,Floessergasse,Muenchen,9162000,de:09162:1157,4465705,830417,48.10337525,11.53806988
1158,Toelzer Strasse,Toelzer Strasse,Muenchen,9162000,de:09162:1158,4465716,830743,48.10044408,11.5382438
1159,Heimeranplatz Sued,Heimeranplatz Sued,Muenchen,9162000,de:09162:1159,4465078,827213,48.132155,11.52938864
1160,Untersbergstrasse,Untersbergstrasse,Muenchen,9162000,de:09162:1160,4469359,829394,48.11276173,11.58705758
1161,Wolfratshauser Strasse,Wolfratshauser Strasse,Muenchen,9162000,de:09162:1161,4465652,831911,48.08993665,11.53747863
1162,Neunkirchner Strasse,Neunkirchner Strasse,Muenchen,9162000,de:09162:1162,4465847,831593,48.09280696,11.54007068
1163,Jakob-Gelb-Platz,Jakob-Gelb-Platz,Muenchen,9162000,de:09162:1163,4468229,829294,48.1136056,11.57187515
1164,Hans-Mielich-Strasse,Hans-Mielich-Strasse,Muenchen,9162000,de:09162:1164,4468098,829209,48.11436346,11.57010954
1165,Tierpark (Alemannenstr.),Tierpark (Alemannenstr.),Muenchen,9162000,de:09162:1165,4467241,830735,48.10059636,11.55871773
1166,Wilhelm-Kuhnert-Strasse,Wilhelm-Kuhnert-Strasse,Muenchen,9162000,de:09162:1166,4467459,830386,48.10374616,11.56161794
1167,Lebscheestrasse,Lebscheestrasse,Muenchen,9162000,de:09162:1167,4467700,829956,48.10762549,11.56482121
1168,Ludmillastrasse,Ludmillastrasse,Muenchen,9162000,de:09162:1168,4467878,829667,48.11023353,11.56718957
1169,Winterstrasse,Winterstrasse,Muenchen,9162000,de:09162:1169,4468303,829071,48.11561476,11.57285233
1170,Silberhornstrasse,Silberhornstrasse,Muenchen,9162000,de:09162:1170,4468794,829124,48.11516241,11.57945031
1171,Theodolindenstrasse,Theodolindenstrasse,Muenchen,9162000,de:09162:1171,4467300,832077,48.08853057,11.55961279
1172,Autharistrasse,Autharistrasse,Muenchen,9162000,de:09162:1172,4467616,831871,48.09039932,11.56383876
1173,Griechenstrasse,Griechenstrasse,Muenchen,9162000,de:09162:1173,4468059,831569,48.09313765,11.56976268
1174,Saebener Strasse,Saebener Strasse,Muenchen,9162000,de:09162:1174,4468368,831381,48.0948438,11.57389677
1175,Hollerbusch,Hollerbusch,Muenchen,9162000,de:09162:1175,4468395,831313,48.09545667,11.57425419
1177,Stadelheimer Strasse,Stadelheimer Strasse,Muenchen,9162000,de:09162:1177,4469286,830819,48.09994294,11.58617998
