Name mit Ort,Name ohne Ort,Ort,GKZ,Globale ID,MVTT X,MVTT Y,WGS84 X,WGS84 Y
4344,Lorenzenberg. Sued,Sued,Lorenzenberg (Obb),9175112,de:09175:4344,4498035,842527,47.99538665,11.97222534
4345,Grafing. Muehlenstrasse,Muehlenstrasse,Grafing (b Muenchen),9175122,de:09175:4345,4497995,837317,48.04224289,11.97166428
4346,Strasser,Strasser,Scheideck (Dorfen),9177115,de:09177:4346,4509480,809624,48.29122801,12.12630489
4347,Parsdorf. Gewerbepark Nord,Gewerbepark Nord,Parsdorf,9175132,de:09175:4347,4483671,824632,48.15611666,11.77907617
4348,Vaterstetten. Eulenweg,Eulenweg,Vaterstetten,9175132,de:09175:4348,4482844,829502,48.11229749,11.76815739
4350,Kreuzstrasse,Kreuzstrasse,Kreuzstrasse b Holzk.,9182133,de:09182:43677,4482101,851201,47.91712761,11.7590878
4351,Westerham,Westerham,Westerham/Feldk.-Wes,9187130,de:09187:90020,4487277,852682,47.90393199,11.8283802
4352,Bruckmuehl. Bahnhof,Bruckmuehl. Bahnhof,Bruckmuehl (Mangfall),9187122,de:09187:41227,4493743,855209,47.88130104,11.91490262
4353,Heufeldmuehle,Heufeldmuehle,Heufeldmuehle,9187122,de:09187:90002,4495166,855618,47.87763501,11.93393219
4354,Heufeld,Heufeld,Heufeld (Mangfall),9187122,de:09187:90021,4497640,856328,47.87126352,11.96701025
4356,Kolbermoor Abzw. Brueckenstr.,Abzw. Brueckenstr.,Kolbermoor,9187150,de:09187:41774,4504415,859371,47.84388521,12.05754124
4357,Bruckmuehl Fa. Boehnisch,Fa. Boehnisch,Bruckmuehl (Mangfall),9187122,,,,,
4358,Vagen. Gasthaus Post,Gasthaus Post,Vagen,9187130,de:09187:41695,4491674,855976,47.87437915,11.88725582
4359,Feldkirchen. Hotel Mareis,Hotel Mareis,Feldkirch.-Westerham,9187130,de:09187:41688,4488417,852079,47.90937688,11.84361187
4360,Otterfing,Otterfing,Otterfing (Obb),9182127,de:09182:43342,4476326,851865,47.91096823,11.6818626
4361,Westerham Schaeffler,Schaeffler,Westerham/Feldk.-Wes,9187130,,,,,
4362,Feldolling. Sued,Sued,Feldolling,9187130,de:09187:41692,4489257,853874,47.89324788,11.8548933
4363,Mittenkirchen Autoh. Hamberger,Autoh. Hamberger,Mittenkirchen/Kr RO,9187122,,,,,
4364,Bruckmuehl. Gh. Brueckenwirt,Gh. Brueckenwirt,Bruckmuehl (Mangfall),9187122,de:09187:41225,4493443,855351,47.8800209,11.91089391
4366,Hinrichssegen,Hinrichssegen,Hinrichssegen,9187122,de:09187:90049,,,,
4367,Heufeld. Bruckmuehler Strasse,Bruckmuehler Strasse,Heufeld (Mangfall),9187122,de:09187:41251,4496591,855952,47.87464037,11.95298522
4369,Bad Aibling. Kurpark,Kurpark,Bad Aibling,9187117,de:09187:90019,4501113,857851,47.85756968,12.01343024
4370,Holzkirchen,Holzkirchen,Holzkirchen (Kr MB),9182120,de:09182:43227,4477422,854860,47.88407197,11.6966809
4375,Rosenheim. Stadtmitte,Rosenheim. Stadtmitte,Rosenheim,9163000,de:09163:12,4509498,857991,47.85624215,12.12548006
4376,Goetting. Raiffeisenbank,Raiffeisenbank,Goetting b Bruckmuehl,9187122,,,,,
4377,Bad Aibling. Hauptstr. Willing,Hauptstrasse Willing,Bad Aibling,9187117,de:09187:40925,4499034,858093,47.85539322,11.98564808
4380,Darching,Darching,Darching,9182133,de:09182:42812,4483380,856357,47.87079076,11.77639837
4381,Bad Feilnbach Bahnhof,Feilnbach Bahnhof,Bad Feilnbach,9187129,,,,,
4385,Bad Aibling. Westendstrasse,Westendstrasse,Bad Aibling,9187117,de:09187:47046,4500140,856929,47.86586281,12.00042771
4386,Bad Aibling. Schulzentrum,Schulzentrum,Bad Aibling,9187117,de:09187:40852,4500000,856925,47.86589879,11.99855652
4387,Bad Aibling. Abzw Mietraching,Abzw. Mietraching,Bad Aibling,9187117,de:09187:40910,4499328,856449,47.87017941,11.989574
4388,Heufeld,Heufeld,Heufeld (Mangfall),9187122,de:09187:41253,4497048,856043,47.87382424,11.95909498
4389,Heufeldmuehle. Abzw. Nelkenstr,Abzw. Nelkenstr,Heufeldmuehle,9187122,de:09187:41256,4495898,855724,47.87668683,11.94371907
4390,Miesbach,Bahnhof,Miesbach,9182125,de:09182:43310,4487424,865301,47.79044244,11.83071471
4391,Feldolling,Feldolling,Feldolling,9187130,de:09187:90183,4489428,853740,47.89445589,11.85717673
4392,Bruckmuehl Abzw. Hoegling,Abzw. Hoegling,Bruckmuehl (Mangfall),9187122,,,,,
4393,Bruckmuehl. Abzw. Noderwiechs,Abzw. Noder-/Sonnenwiechs,Bruckmuehl (Mangfall),9187122,,,,,
4394,Kirchdorf. Abzw. Bruckmuehl,Abzw. Bruckmuehl,Kirchdorf a.Haunpold,9187122,de:09187:41855,4493792,854209,47.89029526,11.91554322
4395,Mittenkirchen. Autohaus Huber,Autohaus Huber,Mittenkirchen/Kr RO,9187122,de:09187:41269,4492741,856254,47.87189193,11.90152398
4396,Vagen. Grundschule,Grundschule,Vagen,9187130,de:09187:41696,4491478,855899,47.87506908,11.8846342
4397,Feldolling. Nord,Nord,Feldolling,9187130,de:09187:41693,4489243,853474,47.89684512,11.85469606
4398,Ast bei Feldolling,Ast bei Feldolling,Ast (Feldk.-Wes.),9187130,de:09187:42718,4489386,852588,47.90481594,11.85658658
4399,Feldkirchen. Raiffeisenbank,Raiffeisenbank,Feldkirchen (Kr RO),9187130,de:09187:41689,4488703,852143,47.90880641,11.84743931
4400,Agatharied,Agatharied,Agatharied,9182119,de:09182:90189,4486943,868048,47.76572663,11.8243781
4401,Feldkirchen Abzw Unterreit,Abzw Unterreit,Feldkirchen (Kr RO),9187130,,,,,
4402,Aschbach Haus Hoheneck,Haus Hoheneck,Aschbach/Feldk.-Wes.,9187130,de:09187:41690,4486208,850883,47.92008942,11.81402416
4403,Aschbach Staatsstrasse,Staatsstrasse,Aschbach/Feldk.-Wes.,9187130,de:09187:41691,4486459,851012,47.91893461,11.81738649
4404,Rauchenberg,Rauchenberg,Rauchenberg (Aying),9184137,de:09184:4404,4485376,849291,47.93438878,11.80283816
4405,Bad Feilnbach Gh Alter Wirt,Gh Alter Wirt,Bad Feilnbach,9187129,,,,,
4406,Lippertskirchen Kirche,Kirche,Lippertskirchen,9187129,,,,,
4407,Gottschalling,Gottschalling,Gottschalling,9187129,,,,,
4408,Au Berghalde,Berghalde,Au b.Bad Aibling,9187129,,,,,
4409,Dettendorf Gh Kammerloher,Gh Kammerloher,Dettendorf/B.Feilnb.,9187129,,,,,
4410,Hausham,Hausham,Hausham (Obb),9182119,de:09182:43217,4488128,869755,47.75039702,11.84023272
4411,Haslach,Haslach,Haslach (B.Aibling),9187117,,,,,
4412,Mitterham,Mitterham,Mitterham,9187117,,,,,
4413,Westerham b Willing,Westerham b Willing,Westerham/B.Aibling,9187117,,,,,
4414,Goetting Am Bach,Am Bach,Goetting b Bruckmuehl,9187122,,,,,
4415,Ried (b Goetting),Ried (b Goetting),Ried (Bruckmuehl),9187122,,,,,
4416,Waith / Linden,Waith / Linden,Waith,9187122,,,,,
4417,Thalham b Bruckmuehl,Thalham b Bruckmuehl,Thalham (Bruckmuehl),9187122,,,,,
4418,Mittenkirchen. Samerstrasse,Samerstrasse,Mittenkirchen/Kr RO,9187122,de:09187:41270,4492789,856387,47.8706963,11.90216784
4419,Westerham. Abzw. Bahnhof,Abzw. Bahnhof,Westerham/Feldk.-Wes,9187130,de:09187:41697,4487597,852754,47.90329074,11.8326624
4420,Schliersee,Schliersee,Schliersee,9182131,de:09182:43374,4489613,871423,47.73542086,11.86007672
4421,Westerham. Ort,Ort,Westerham/Feldk.-Wes,9187130,de:09187:41698,4487604,853163,47.89961246,11.83276783
4423,Westerham. Fa. Spinner,Fa. Spinner,Westerham/Feldk.-Wes,9187130,de:09187:46995,4488190,853501,47.89658369,11.84061444
4427,Blindham,Blindham,Blindham (Oberbay),9184137,de:09184:4427,4485543,849683,47.93086708,11.80508636
4428,Blindham. Bergtierpark,Bergtierpark,Blindham (Oberbay),9184137,de:09184:4428,4486154,849736,47.93040396,11.81326466
4430,Fischhausen,Fischhausen,Fischhausen,9182131,de:09182:43389,4490596,874660,47.70632247,11.87325255
4440,Fischbachau,Fischbachau,Fischbachau,9182114,de:09182:43170,4495090,874720,47.70583301,11.93313484
4450,Geitau,Geitau,Geitau,9182112,de:09182:90251,4497567,876052,47.69386725,11.96614768
4460,Osterhofen,Osterhofen,Osterhofen (Oberbay),9182112,de:09182:90188,4499115,876738,47.68770144,11.98677104
4470,Bayrischzell,Bayrischzell,Bayrischzell,9182112,de:09182:43151,4500995,878118,47.67528963,12.01180981
4480,Warngau,Warngau,Warngau,9182136,de:09182:90187,4478353,860509,47.8332988,11.70941193
4490,Schaftlach,Schaftlach,Schaftlach,9182134,de:09182:43425,4476439,864706,47.79548469,11.68407507
4500,Reichersbeuern,Reichersbeuern,Reichersbeuern,9173140,de:09173:4500,4472805,867010,47.77461966,11.63571543
4505,Bad Toelz (BOB),Bad Toelz (BOB),Bad Toelz,9173112,de:09173:4505,4468166,868546,47.76059256,11.57393504
4510,Gaissach,Gaissach,Gaissach (Oberbay),9173124,de:09173:4510,4468278,871150,47.73717843,11.57561908
4520,Obergries,Obergries,Obergries (Obb),9173124,de:09173:4520,4467360,874524,47.70678767,11.56363315
4530,Lenggries,Lenggries,Lenggries,9173135,de:09173:4530,4468128,877495,47.68010546,11.57408373
4540,Moosrain,Moosrain,Moosrain (Gmund),9182116,de:09182:90250,4479166,867828,47.76750022,11.72062361
4545,Gmund(Tegernsee)-Finsterwald,Gmund(Tegernsee)-Finsterwald,Gmund a.Tegernsee,9182116,de:09182:90239,4479685,869345,47.75387315,11.72761828
4548,Marschall. Bundesstrasse,Bundesstrasse,Marschall,9182120,,,,,
4549,Warngau. Bundesstrasse,Bundesstrasse,Warngau,9182136,,,,,
4550,Gmund,Gmund,Gmund a.Tegernsee,9182116,de:09182:43193,4480291,869801,47.7497908,11.73572109
4551,Gmund. Kapleralm,Kapleralm,Gmund a.Tegernsee,9182116,,,,,
4552,Bad Wiessee. Breitenbach,Breitenbach,Bad Wiessee,9182111,,,,,
4553,Bad Wiessee. Kuramt,Kuramt,Bad Wiessee,9182111,,,,,
4554,Bad Wiessee. Postamt,Postamt,Bad Wiessee,9182111,,,,,
4555,Bad Wiessee. Soellbach,Soellbach,Bad Wiessee,9182111,,,,,
4556,Weissach. Bruecke,Bruecke,Weissach/Rottach-Eg.,9182129,,,,,
4557,Rottach. Post,Post,Rottach-Egern,9182129,,,,,
4558,Tegernsee. Schwaighofen,Schwaighofen,Tegernsee,9182132,,,,,
4559,Tegernsee. Leeberg,Leeberg,Tegernsee,9182132,,,,,
4560,Tegernsee,Tegernsee,Tegernsee,9182132,de:09182:43401,4481865,873718,47.71460793,11.7568752
4600,Rosenheim. Bahnhof,Bahnhof,Rosenheim,9163000,de:09163:9,4509040,858645,47.85036677,12.11934617
4605,Rosenheim. Aicherpark,Aicherpark,Rosenheim,9163000,de:09163:201,4506756,858511,47.85159977,12.08883026
4610,Muehldorf am Inn,Muehldorf am Inn,Muehldorf am Inn,9183128,de:09183:6530,4538686,814283,48.24822277,12.5194572
4620,Grosskarolinenfeld,Grosskarolinenfeld,Grosskarolinenfeld,9187137,de:09187:79026,4506453,854369,47.88885505,12.08484282
4640,Ostermuenchen,Ostermuenchen,Ostermuenchen,9187179,de:09187:42002,4503182,848395,47.94260767,12.0411477
4650,Ampfing,Ampfing,Ampfing,9183112,de:09183:80492,4530624,813685,48.25404031,12.41094887
4651,Zorneding. Pfarrstrasse,Pfarrstrasse,Zorneding,9175139,de:09175:4651,4487315,832083,48.08919069,11.82827707
4652,Zorneding. Schulstrasse,Schulstrasse,Zorneding,9175139,de:09175:4652,4487275,832337,48.08690557,11.82774774
4653,Zorneding. Obere Bahnhofstrasse,Obere Bahnhofstrasse,Zorneding,9175139,de:09175:4653,4487508,832310,48.08715302,11.83087444
4654,Zorneding. Ringstrasse,Ringstrasse,Zorneding,9175139,de:09175:4654,4487757,832287,48.08736472,11.83421606
4655,Zorneding. F.-Krinninger-Weg,F.-Krinninger-Weg,Zorneding,9175139,de:09175:4655,4488016,832259,48.08762148,11.8376918
4656,Zorneding. Herzog-Tassilo-Ring,Herzog-Tassilo-Ring,Zorneding,9175139,de:09175:4656,4488064,832453,48.08587766,11.83834155
4657,Zorneding. Herzog-Welf-Strasse,Herzog-Welf-Strasse,Zorneding,9175139,de:09175:4657,4488047,832606,48.08450135,11.83811767
4658,Zorneding. L.-Stadler-Strasse,L.-Stadler-Strasse,Zorneding,9175139,de:09175:4658,4487613,832711,48.08354872,11.83229552
4659,Zorneding. Wasserb. Landstrasse,Wasserb. Landstrasse,Zorneding,9175139,de:09175:4659,4487203,832796,48.08277615,11.82679511
4660,Zorneding. Moosacher Weg,Moosacher Weg,Zorneding,9175139,de:09175:4660,4487486,832771,48.08300663,11.83059271
4661,Zorneding. Kirche,Kirche,Zorneding,9175139,de:09175:4661,4486943,832763,48.08306764,11.82330446
4662,Zorneding. Harthauser Strasse,Harthauser Strasse,Zorneding,9175139,de:09175:4662,4486669,832731,48.08334974,11.8196259
4663,Zorneding. Georg-Wimmer-Ring,Georg-Wimmer-Ring,Zorneding,9175139,de:09175:4663,4486914,831599,48.09353535,11.82287942
4664,Poering. Haus Bartholomaeus,Haus Bartholomaeus,Poering (Zorneding),9175139,de:09175:4664,4487478,831658,48.09301612,11.83045256
4665,Poering. Rotwandstrasse,Rotwandstrasse,Poering (Zorneding),9175139,de:09175:4665,4487259,831674,48.09286787,11.82751311
4666,Poering. Burgstrasse,Burgstrasse,Poering (Zorneding),9175139,de:09175:4666,4487660,831556,48.09393701,11.83289283
4667,Poering. Am Burggraben,Am Burggraben,Poering (Zorneding),9175139,de:09175:4667,4487809,831524,48.09422768,11.83489217
4668,Poering. Kinderhaus St. Georg,Kinderhaus St. Georg,Poering (Zorneding),9175139,de:09175:4668,4487932,831544,48.09405017,11.83654398
4669,Poering. Tannenstrasse,Tannenstrasse,Poering (Zorneding),9175139,de:09175:4669,4488248,831539,48.09410107,11.84078602
4670,Poering. Ahornstrasse,Ahornstrasse,Poering (Zorneding),9175139,de:09175:4670,4488390,831604,48.09351911,11.84269409
4671,Poering. Ulmenweg,Ulmenweg,Poering (Zorneding),9175139,de:09175:4671,4488380,831805,48.09171125,11.84256534
4672,Poering. Eglhartinger Strasse,Eglhartinger Strasse,Poering (Zorneding),9175139,de:09175:4672,4487862,831579,48.09373406,11.83560525
4673,Poering. Kirche,Kirche,Poering (Zorneding),9175139,de:09175:4673,4487718,831433,48.09504433,11.8336679
4674,Wolfesing. Sued,Sued,Wolfesing,9175139,de:09175:4674,4487389,829980,48.10810525,11.829208
4675,Poering. Schule,Schule,Poering (Zorneding),9175139,de:09175:4675,4487426,831386,48.0954613,11.82974645
4676,Zorneding. An der Flur,An der Flur,Zorneding,9175139,de:09175:4676,4486733,832227,48.08788375,11.82046918
4677,Zorneding. Gruenlandstrasse,Gruenlandstrasse,Zorneding,9175139,de:09175:4677,4487024,832312,48.08712532,11.82437786
4678,Zorneding. Bahnhofstrasse Nord,Bahnhofstrasse Nord,Zorneding,9175139,de:09175:4678,4487177,832396,48.08637299,11.82643409
4679,Vaterstetten. Eulenweg,Eulenweg,Vaterstetten,9175132,,,,,
4680,Vaterstetten. Birkenweg,Birkenweg,Vaterstetten,9175132,,,,,
4681,Haging. Kreuzung,Kreuzung,Haging,9175119,de:09175:4681,4502021,837816,48.03775546,12.02565551
4682,Wimpersing,Wimpersing,Wimpersing (Kr EBE),9175119,de:09175:4682,4502779,839281,48.02457717,12.03581103
4700,Penzberg (DB),Penzberg (DB),Penzberg,9190141,de:09190:41436:1,4453001,869694,47.74934009,11.37178883
4710,Seeshaupt. Bahnhof,Bahnhof,Seeshaupt,9190152,de:09190:41534:30,4446822,861525,47.82232555,11.28839185
4713,Seeshaupt. Bad Lido,Bad Lido,Seeshaupt,9190152,de:09190:90131,4449273,861902,47.81913315,11.32116546
4716,Seeshaupt. Schule,Schule,Seeshaupt,9190152,de:09190:41542,4447748,861383,47.82367851,11.30074002
4719,Seeshaupt. Sportplatz,Sportplatz,Seeshaupt,9190152,,,,,
4720,Bichl,Bichl,Bichl (b Bad Toelz),9173115,de:09173:4720,4455733,872582,47.72356027,11.40851411
4721,Bichl (b Bad Toelz). Bahnhofstr.,Bahnhofstrasse,Bichl (b Bad Toelz),9173115,de:09173:4721,4456048,872753,47.72204392,11.41272986
4723,Geretsried. Sperlingstrasse,Sperlingstrasse,Geretsried,9173126,de:09173:4723,4460492,855353,47.87881843,11.47037418
4724,Geretsried. Dompfaffenweg,Dompfaffenweg,Geretsried,9173126,de:09173:4724,4460841,855282,47.87947836,11.47503331
4725,Geretsried. Rotkehlchenweg,Rotkehlchenweg,Geretsried,9173126,de:09173:4725,4460488,855599,47.87660581,11.47034323
4726,Geretsried. Banater Str.,Banater Strasse,Geretsried,9173126,de:09173:4726,4460001,854991,47.8820436,11.46377674
4727,Geretsried. Chamalieres Platz,Chamalieres Platz,Geretsried,9173126,de:09173:4727,4461252,857523,47.85934909,11.48072893
4728,Geretsried. Kochelseeweg,Kochelseeweg,Geretsried,9173126,de:09173:4728,4461079,858999,47.84606431,11.47855
4729,Geretsried. Steiner Ring Sued,Steiner Ring Sued,Geretsried,9173126,de:09173:4729,4461042,859222,47.84405653,11.47807577
4730,Geretsried. St.-Hubertus-Str.,St.-Hubertus-Str.,Geretsried,9173126,de:09173:4730,4461103,857003,47.86401665,11.47869095
4731,Geretsried. Gustav-Adolf-Str,Gustav-Adolf-Str,Geretsried,9173126,de:09173:4731,4462281,858198,47.8533398,11.49453884
4732,Geretsried. Nelkenweg,Nelkenweg,Geretsried,9173126,de:09173:4732,4460102,854672,47.88491878,11.46509753
4733,Geretsried. Maigloeckchenweg,Maigloeckchenweg,Geretsried,9173126,de:09173:4733,4460333,854590,47.88567056,11.46817845
4734,Geretsried. Rosenweg,Rosenweg,Geretsried,9173126,de:09173:4734,4460570,854528,47.88624277,11.47134152
4735,Geretsried. Graslitzer Strasse,Graslitzer Strasse,Geretsried,9173126,de:09173:4735,4459887,855537,47.8771261,11.4623034
4736,Geretsried. Rathaus,Rathaus,Geretsried,9173126,de:09173:4736,4460109,855819,47.87460381,11.46529715
4737,Geretsried. Erikaweg,Erikaweg,Geretsried,9173126,de:09173:4737,4460592,854842,47.8834202,11.47166435
4739,Geretsried. Geltinger Weg,Geltinger Weg,Geretsried,9173126,de:09173:4739,4460077,855588,47.87667929,11.46484803
4741,Geretsried. Alpenstrasse,Alpenstrasse,Geretsried,9173126,de:09173:4741,4460881,855730,47.87545176,11.47560866
4742,Geretsried. Zugspitzweg,Zugspitzweg,Geretsried,9173126,de:09173:4742,4460939,855977,47.87323393,11.47640633
4743,Geretsried. Isarau-Stadion,Isarau-Stadion,Geretsried,9173126,de:09173:4743,4460864,856308,47.87025254,11.47543382
4744,Geretsried. Neuer Platz,Neuer Platz,Geretsried,9173126,de:09173:4744,4461054,857651,47.85818595,11.47809451
4746,Geretsried. Karl-Lederer-Schule,Karl-Lederer-Schule,Geretsried,9173126,de:09173:4746,4461201,857880,47.85613535,11.48007946
4747,Geretsried. Verdiweg,Verdiweg,Geretsried,9173126,de:09173:4747,4461154,858221,47.85306575,11.47948207
4748,Geretsried. Achenseeweg,Achenseeweg,Geretsried,9173126,de:09173:4748,4460865,859058,47.84552069,11.4756963
4749,Wolfratshausen. Sauerlacher St,Sauerlacher Strasse,Wolfratshausen,9173147,de:09173:4749,4457734,851413,47.91407624,11.43311807
4750,Icking,Icking,Icking,9173130,de:09173:4750,4458108,847042,47.95341029,11.43769566
4751,Wolfratshausen. Foehrenwaldstr.,Foehrenwaldstrasse,Wolfratshausen,9173147,de:09173:4751,4458367,853352,47.89667968,11.4417733
4752,Wolfratshausen. Am Wasen,Am Wasen,Wolfratshausen,9173147,de:09173:4752,4456750,851605,47.91228387,11.41997401
4753,Waldram. Volksschule,Volksschule,Waldram,9173147,de:09173:4753,4458778,852902,47.90075323,11.44722655
4754,Wolfratshausen. Farchet B11,Farchet B11,Wolfratshausen,9173147,de:09173:4754,4457602,852255,47.90649518,11.43143511
4755,Wolfratshausen. Korbinianstr.,Korbinianstrasse,Wolfratshausen,9173147,de:09173:4755,4458650,853347,47.89674296,11.44555736
4756,Wolfratshausen. Waldram,Waldram,Wolfratshausen,9173147,de:09173:4756,4458197,853238,47.89769386,11.43948884
4757,Gelting. Breitenbachstrasse,Breitenbachstrasse,Gelting(b Wolfratsh),9173126,de:09173:4757,4457969,854007,47.8907631,11.43651471
4758,Gelting. Alleebuechelweg,Alleebuechelweg,Gelting(b Wolfratsh),9173126,de:09173:4758,4457233,853780,47.89275591,11.42665087
4759,Gelting (b.WOR). Ringstrasse,Ringstrasse,Gelting(b Wolfratsh),9173126,de:09173:4759,4456927,853410,47.89606294,11.42252211
4760,Wolfratshausen,Wolfratshausen,Wolfratshausen,9173147,de:09173:4760,4457248,851447,47.91373823,11.42662003
4761,Wolfratshausen. Weldenstrasse,Weldenstrasse,Wolfratshausen,9173147,de:09173:4761,4458507,852673,47.90279521,11.44358015
4762,Buchberg,Buchberg,Buchberg (Geretsr.),9173126,de:09173:4762,4458827,854115,47.88984748,11.4479977
4763,Wolfratshausen. Sudetenstrasse,Sudetenstrasse,Wolfratshausen,9173147,de:09173:4763,4458280,852608,47.90336504,11.44053784
4764,Geretsried. Blumenstrasse,Blumenstrasse,Geretsried,9173126,de:09173:4764,4459656,854854,47.88325409,11.45915155
4765,Geretsried. Rathaus B11,Rathaus B11,Geretsried,9173126,de:09173:4765,4460148,855950,47.8734281,11.46583057
4766,Geretsried. Lilienstrasse,Lilienstrasse,Geretsried,9173126,de:09173:4766,4460094,854859,47.88323652,11.46500787
4768,Geretsried. Johannisplatz,Johannisplatz,Geretsried,9173126,de:09173:4768,4460468,855317,47.87914071,11.47005004
4770,Geretsried. Ruebezahlstrasse,Ruebezahlstrasse,Geretsried,9173126,de:09173:4770,4460527,855926,47.87366738,11.47089448
4771,Wolfratshausen. Birkenweg,Birkenweg,Wolfratshausen,9173147,de:09173:4771,4458315,851640,47.91207283,11.44091231
4772,Geretsried. Elbestrasse,Elbestrasse,Geretsried,9173126,de:09173:4772,4459632,854952,47.88237123,11.45883985
4774,Geretsried. Kirchplatz,Kirchplatz,Geretsried,9173126,de:09173:4774,4459785,855216,47.88000659,11.46090996
4775,Wolfratshausen. Schiessstaettstr,Schiessstaettstrasse,Wolfratshausen,9173147,de:09173:4775,4457668,851800,47.91059149,11.43227319
4776,Geretsried. Fasanenweg,Fasanenweg,Geretsried,9173126,de:09173:4776,4460295,855786,47.87491213,11.46778044
4777,Geretsried. Feuerwehrschule,Feuerwehrschule,Geretsried,9173126,de:09173:4777,4462600,858399,47.85155078,11.49881869
4778,Geretsried. Schulzentrum,Schulzentrum,Geretsried,9173126,de:09173:4778,4460755,856550,47.86806948,11.4739989
4779,Geretsried. St. Nikolaus,St. Nikolaus,Geretsried,9173126,de:09173:4779,4460319,857452,47.85993062,11.46825436
4780,Geretsried. Waldfriedhof,Waldfriedhof,Geretsried,9173126,de:09173:4780,4461298,857269,47.86163619,11.48132089
4781,Geretsried. Foerderschule,Foerderschule,Geretsried,9173126,de:09173:4781,4460731,857760,47.85718598,11.47378814
4782,Geretsried. Sudetenstrasse,Sudetenstrasse,Geretsried,9173126,de:09173:4782,4461386,857612,47.85855675,11.48252758
4783,Geretsried. Keplerweg,Keplerweg,Geretsried,9173126,de:09173:4783,4462405,858597,47.84975868,11.49623043
4784,Geretsried. Am Stern,Am Stern,Geretsried,9173126,de:09173:4784,4461684,857812,47.85677592,11.48652756
4785,Geretsried. Feuerwehr,Feuerwehr,Geretsried,9173126,de:09173:4785,4461787,858430,47.85122411,11.48795858
4786,Geretsried. Schubertweg,Schubertweg,Geretsried,9173126,de:09173:4786,4461326,858215,47.85313009,11.48177976
4787,Geretsried. Stein B11,Stein B11,Geretsried,9173126,de:09173:4787,4460603,858878,47.84712349,11.47217961
4788,Geretsried. Stein,Stein,Geretsried,9173126,de:09173:4788,4460817,858713,47.8486205,11.47502375
4789,Wolfratshausen. Pfaffenr.Str.,Pfaffenrieder Strasse,Wolfratshausen,9173147,de:09173:4789,4457323,852666,47.90278043,11.42774406
4790,Wolfratshausen. Wettersteinstr.,Wettersteinstrasse,Wolfratshausen,9173147,de:09173:4790,4456995,851544,47.91284895,11.42324526
4791,Wolfratshausen. Staedt.Bauhof,Staedtischer Bauhof,Wolfratshausen,9173147,de:09173:4791,4457393,852363,47.90551005,11.42865032
4793,Unterherrnhausen. Abzw.,Unterherrnhausen. Abzw.,Unterherrnhausen,9173123,de:09173:4793,4457000,858676,47.84870901,11.4240228
4794,Degerndorf. Abzw.,Degerndorf Abzw.,Degerndorf (Muensing),9173137,de:09173:4794,4456298,853435,47.89579555,11.41411321
4795,Degerndorf,Degerndorf,Degerndorf (Muensing),9173137,de:09173:4795,4453709,855162,47.88008257,11.3796769
4796,Achmuehle,Achmuehle,Achmuehle (Kr ToeL),9173123,de:09173:4796,4456073,854800,47.88350435,11.41124337
4797,Baierlach,Baierlach,Baierlach,9173123,de:09173:4797,4456081,858365,47.85144375,11.41171287
4798,Eurasburg,Eurasburg,Eurasburg(b Wolfrh.),9173123,de:09173:4798,4455670,857930,47.85532761,11.40617679
4799,Oberherrnhausen,Oberherrnhausen,Oberherrnhausen,9173123,de:09173:4799,4456885,859488,47.84139869,11.42256731
4800,Lengenwies,Lengenwies,Lengenwies,9173123,de:09173:4800,4455556,859042,47.84531915,11.40476783
4801,Bierbichl,Bierbichl,Bierbichl,9173123,de:09173:4801,4455240,862492,47.81427015,11.40090301
4802,Beuerberg. Bruggen,Bruggen,Beuerberg (Kr ToeL),9173123,de:09173:4802,4456172,860210,47.83485724,11.41311574
4803,Hofstaett/Sterz,Hofstaett/Sterz,Sterz (Obb),9173123,de:09173:4803,4457497,861380,47.82442398,11.43092869
4804,Beuerberg. Bahnhofstrasse,Bahnhofstrasse,Beuerberg (Kr ToeL),9173123,de:09173:4804,4455725,861084,47.8269664,11.4072346
4805,Quarzbichl,Quarzbichl,Quarzbichl,9173123,de:09173:4805,4455464,864563,47.79566038,11.40410663
4806,Wolfratshausen. Marienplatz,Marienplatz,Wolfratshausen,9173147,de:09173:4806,4456638,851336,47.91469549,11.41844872
4807,Wolfratshausen. Badstrasse,Badstrasse,Wolfratshausen,9173147,de:09173:4807,4456621,851899,47.90963114,11.41827799
4808,Bergkramerhof,Bergkramerhof,Bergkramer,9173137,de:09173:4808,4455398,852603,47.90321595,11.40199177
4810,Muensing. Gh.Neuwirt,Gh. Neuwirt,Muensing,9173137,de:09173:4810,4453316,852620,47.90291483,11.37414796
4811,Beuerberg. Anglberg,Anglberg,Beuerberg (Kr ToeL),9173123,de:09173:4811,4456412,860358,47.83354255,11.41633632
4812,Muensing. Am Kirchberg,Am Kirchberg,Muensing,9173137,de:09173:4812,4452933,852576,47.90328253,11.36902077
4813,Muensing. Gewerbegebiet,Gewerbegebiet,Muensing,9173137,de:09173:4813,4453887,852526,47.90380152,11.38177468
4814,Muensing. Abzw. Ammerland,Abzw. Ammerland,Muensing,9173137,de:09173:4814,4452568,852410,47.90474849,11.36412083
4815,Wolfratshausen. Kreisklinik,Kreisklinik,Wolfratshausen,9173147,,4457313,851643,47.91197988,11.42750898
4816,Wimpasing (b. Muensing),Wimpasing (b. Muensing),Wimpasing(Ammerland),9173137,de:09173:4816,4450896,852732,47.90172681,11.34179488
